Accession,Organism_Name,Species,Isolate,Segment,Length,Nuc_Completeness,Country,Host,Collection_Date,isolate_clean,country_clean,isolate_key
JQ820479,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Sudan,Homo sapiens,2007,ACCESSION_JQ820479,Sudan,Sudan | ACCESSION_JQ820479
JQ820480,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820480,Sudan,Sudan | ACCESSION_JQ820480
JQ820481,Rift Valley fever virus,Phlebovirus riftense,NA,S,1689,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820481,Sudan,Sudan | ACCESSION_JQ820481
JQ820482,Rift Valley fever virus,Phlebovirus riftense,NA,S,1689,partial,Sudan,Homo sapiens,2007-11,ACCESSION_JQ820482,Sudan,Sudan | ACCESSION_JQ820482
JQ820483,Rift Valley fever virus,Phlebovirus riftense,NA,L,6397,partial,Sudan,Homo sapiens,2007,ACCESSION_JQ820483,Sudan,Sudan | ACCESSION_JQ820483
JQ820484,Rift Valley fever virus,Phlebovirus riftense,NA,L,6402,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820484,Sudan,Sudan | ACCESSION_JQ820484
JQ820485,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820485,Sudan,Sudan | ACCESSION_JQ820485
JQ820486,Rift Valley fever virus,Phlebovirus riftense,NA,L,6400,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820486,Sudan,Sudan | ACCESSION_JQ820486
JQ820487,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820487,Sudan,Sudan | ACCESSION_JQ820487
JQ820488,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820488,Sudan,Sudan | ACCESSION_JQ820488
JQ820489,Rift Valley fever virus,Phlebovirus riftense,NA,M,3883,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820489,Sudan,Sudan | ACCESSION_JQ820489
JQ820490,Rift Valley fever virus,Phlebovirus riftense,NA,M,3871,partial,Sudan,Homo sapiens,2007,ACCESSION_JQ820490,Sudan,Sudan | ACCESSION_JQ820490
JQ820491,Rift Valley fever virus,Phlebovirus riftense,NA,M,3884,partial,Sudan,Homo sapiens,2010-10,ACCESSION_JQ820491,Sudan,Sudan | ACCESSION_JQ820491
JQ840745,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Sudan,Homo sapiens,2007-10,ACCESSION_JQ840745,Sudan,Sudan | ACCESSION_JQ840745
JQ840746,Rift Valley fever virus,Phlebovirus riftense,NA,S,1690,partial,Sudan,Homo sapiens,2007,ACCESSION_JQ840746,Sudan,Sudan | ACCESSION_JQ840746
KU746664,Rift Valley fever virus,Phlebovirus riftense,NA,S,219,partial,Sudan,Homo sapiens,2010-10-20,ACCESSION_KU746664,Sudan,Sudan | ACCESSION_KU746664
HM586959,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Tanzania,Homo sapiens,2007-02-08,ACCESSION_HM586959,Tanzania,Tanzania | ACCESSION_HM586959
HM586960,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Tanzania,Homo sapiens,2007-03-14,ACCESSION_HM586960,Tanzania,Tanzania | ACCESSION_HM586960
HM586970,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Tanzania,NA,2007-02-08,ACCESSION_HM586970,Tanzania,Tanzania | ACCESSION_HM586970
HM586971,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Tanzania,NA,2007-03-14,ACCESSION_HM586971,Tanzania,Tanzania | ACCESSION_HM586971
HM586981,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Tanzania,NA,2007-02-08,ACCESSION_HM586981,Tanzania,Tanzania | ACCESSION_HM586981
HM586982,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Tanzania,NA,2007-03-14,ACCESSION_HM586982,Tanzania,Tanzania | ACCESSION_HM586982
JF326189,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Tanzania,Homo sapiens,2007-02,ACCESSION_JF326189,Tanzania,Tanzania | ACCESSION_JF326189
JF326190,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,partial,Tanzania,Homo sapiens,2007-02,ACCESSION_JF326190,Tanzania,Tanzania | ACCESSION_JF326190
JF326194,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Tanzania,Homo sapiens,2007-02,ACCESSION_JF326194,Tanzania,Tanzania | ACCESSION_JF326194
JF326195,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,partial,Tanzania,Homo sapiens,2007-02,ACCESSION_JF326195,Tanzania,Tanzania | ACCESSION_JF326195
JF326203,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Tanzania,Homo sapiens,2007-02,ACCESSION_JF326203,Tanzania,Tanzania | ACCESSION_JF326203
JF326204,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,partial,Tanzania,Homo sapiens,2007-02,ACCESSION_JF326204,Tanzania,Tanzania | ACCESSION_JF326204
PV562144,Rift Valley fever virus,Phlebovirus riftense,123,S,1680,complete,Uganda,Bos taurus,2022-05-29,123,Uganda,Uganda | 123
PV562143,Rift Valley fever virus,Phlebovirus riftense,194,S,1682,complete,Uganda,Bos taurus,2022-06-01,194,Uganda,Uganda | 194
MG953419,Rift Valley fever virus,Phlebovirus riftense,201601292,M,3841,partial,Uganda,Homo sapiens,2016-03-15,201601292,Uganda,Uganda | 201601292
MG953425,Rift Valley fever virus,Phlebovirus riftense,201601292,S,1675,partial,Uganda,Homo sapiens,2016-03-15,201601292,Uganda,Uganda | 201601292
ON060771,Rift Valley fever virus,Phlebovirus riftense,2019000312_S|Uganda|2019,S,1586,partial,Uganda,Homo sapiens,2019,2019000312_S|Uganda|2019,Uganda,Uganda | 2019000312_S|Uganda|2019
ON060790,Rift Valley fever virus,Phlebovirus riftense,2019000825_L|Uganda|2018,L,6392,partial,Uganda,Homo sapiens,2018,2019000825_L|Uganda|2018,Uganda,Uganda | 2019000825_L|Uganda|2018
ON060772,Rift Valley fever virus,Phlebovirus riftense,2019000825_L|Uganda|2019,L,6392,partial,Uganda,Homo sapiens,2019,2019000825_L|Uganda|2019,Uganda,Uganda | 2019000825_L|Uganda|2019
ON060773,Rift Valley fever virus,Phlebovirus riftense,2019000825_M|Uganda|2019,M,3876,partial,Uganda,Homo sapiens,2019,2019000825_M|Uganda|2019,Uganda,Uganda | 2019000825_M|Uganda|2019
ON060774,Rift Valley fever virus,Phlebovirus riftense,2019000825_S|Uganda|2019,S,1683,partial,Uganda,Homo sapiens,2019,2019000825_S|Uganda|2019,Uganda,Uganda | 2019000825_S|Uganda|2019
ON060775,Rift Valley fever virus,Phlebovirus riftense,201900877_L|Uganda|2018,L,6391,partial,Uganda,Homo sapiens,2018,201900877_L|Uganda|2018,Uganda,Uganda | 201900877_L|Uganda|2018
ON060776,Rift Valley fever virus,Phlebovirus riftense,201900877_M|Uganda|2018,M,3872,partial,Uganda,Homo sapiens,2018,201900877_M|Uganda|2018,Uganda,Uganda | 201900877_M|Uganda|2018
ON060777,Rift Valley fever virus,Phlebovirus riftense,201900877_S|Uganda|2018,S,1678,partial,Uganda,Homo sapiens,2018,201900877_S|Uganda|2018,Uganda,Uganda | 201900877_S|Uganda|2018
ON060778,Rift Valley fever virus,Phlebovirus riftense,201900879_L|Uganda|2018,L,6388,partial,Uganda,Homo sapiens,2018,201900879_L|Uganda|2018,Uganda,Uganda | 201900879_L|Uganda|2018
ON060779,Rift Valley fever virus,Phlebovirus riftense,201900879_M|Uganda|2018,M,3867,partial,Uganda,Homo sapiens,2018,201900879_M|Uganda|2018,Uganda,Uganda | 201900879_M|Uganda|2018
ON060780,Rift Valley fever virus,Phlebovirus riftense,201900879_S|Uganda|2018,S,1680,partial,Uganda,Homo sapiens,2018,201900879_S|Uganda|2018,Uganda,Uganda | 201900879_S|Uganda|2018
ON060781,Rift Valley fever virus,Phlebovirus riftense,201900880_L|Uganda|2018,L,6385,partial,Uganda,Homo sapiens,2018,201900880_L|Uganda|2018,Uganda,Uganda | 201900880_L|Uganda|2018
ON060782,Rift Valley fever virus,Phlebovirus riftense,201900880_M|Uganda|2018,M,3863,partial,Uganda,Homo sapiens,2018,201900880_M|Uganda|2018,Uganda,Uganda | 201900880_M|Uganda|2018
ON060783,Rift Valley fever virus,Phlebovirus riftense,201900880_S|Uganda|2018,S,1670,partial,Uganda,Homo sapiens,2018,201900880_S|Uganda|2018,Uganda,Uganda | 201900880_S|Uganda|2018
ON060784,Rift Valley fever virus,Phlebovirus riftense,201901671_L|Uganda,L,6388,partial,Uganda,Homo sapiens,2017,201901671_L|Uganda,Uganda,Uganda | 201901671_L|Uganda
ON060785,Rift Valley fever virus,Phlebovirus riftense,201901671_M|Uganda,M,3873,partial,Uganda,Homo sapiens,NA,201901671_M|Uganda,Uganda,Uganda | 201901671_M|Uganda
ON060786,Rift Valley fever virus,Phlebovirus riftense,201901671_S|Uganda,S,1681,partial,Uganda,Homo sapiens,NA,201901671_S|Uganda,Uganda,Uganda | 201901671_S|Uganda
ON060788,Rift Valley fever virus,Phlebovirus riftense,201902733_M|Uganda|2018,M,3848,partial,Uganda,Homo sapiens,2018,201902733_M|Uganda|2018,Uganda,Uganda | 201902733_M|Uganda|2018
ON060789,Rift Valley fever virus,Phlebovirus riftense,201902733_S|Uganda|2018,S,1617,partial,Uganda,Homo sapiens,2018,201902733_S|Uganda|2018,Uganda,Uganda | 201902733_S|Uganda|2018
ON060787,Rift Valley fever virus,Phlebovirus riftense,201902734_L|Uganda|2018,L,6320,partial,Uganda,Homo sapiens,2018,201902734_L|Uganda|2018,Uganda,Uganda | 201902734_L|Uganda|2018
ON060791,Rift Valley fever virus,Phlebovirus riftense,201902734_M|Uganda|2018,M,3869,partial,Uganda,Homo sapiens,2018,201902734_M|Uganda|2018,Uganda,Uganda | 201902734_M|Uganda|2018
ON060792,Rift Valley fever virus,Phlebovirus riftense,201902734_S|Uganda|2018,S,1667,partial,Uganda,Homo sapiens,2018,201902734_S|Uganda|2018,Uganda,Uganda | 201902734_S|Uganda|2018
ON060793,Rift Valley fever virus,Phlebovirus riftense,201902736_L|Uganda|2018,L,6350,partial,Uganda,Homo sapiens,2018,201902736_L|Uganda|2018,Uganda,Uganda | 201902736_L|Uganda|2018
ON060794,Rift Valley fever virus,Phlebovirus riftense,201902736_M|Uganda|2018,M,3833,partial,Uganda,Homo sapiens,2018,201902736_M|Uganda|2018,Uganda,Uganda | 201902736_M|Uganda|2018
ON060795,Rift Valley fever virus,Phlebovirus riftense,201902736_S|Uganda|2018,S,1627,partial,Uganda,Homo sapiens,2018,201902736_S|Uganda|2018,Uganda,Uganda | 201902736_S|Uganda|2018
ON060796,Rift Valley fever virus,Phlebovirus riftense,201902737_L|Uganda|2018,L,6389,partial,Uganda,Homo sapiens,2018,201902737_L|Uganda|2018,Uganda,Uganda | 201902737_L|Uganda|2018
ON060797,Rift Valley fever virus,Phlebovirus riftense,201902737_M|Uganda|2018,M,3828,partial,Uganda,Homo sapiens,2018,201902737_M|Uganda|2018,Uganda,Uganda | 201902737_M|Uganda|2018
ON060798,Rift Valley fever virus,Phlebovirus riftense,201902737_S|Uganda|2018,S,1670,partial,Uganda,Homo sapiens,2018,201902737_S|Uganda|2018,Uganda,Uganda | 201902737_S|Uganda|2018
ON060799,Rift Valley fever virus,Phlebovirus riftense,201902745_L|Uganda|2018,L,6389,partial,Uganda,Homo sapiens,2018,201902745_L|Uganda|2018,Uganda,Uganda | 201902745_L|Uganda|2018
ON060800,Rift Valley fever virus,Phlebovirus riftense,201902745_M|Uganda|2018,M,3883,partial,Uganda,Homo sapiens,2018,201902745_M|Uganda|2018,Uganda,Uganda | 201902745_M|Uganda|2018
ON060801,Rift Valley fever virus,Phlebovirus riftense,201902745_S|Uganda|2018,S,1674,partial,Uganda,Homo sapiens,2018,201902745_S|Uganda|2018,Uganda,Uganda | 201902745_S|Uganda|2018
ON060802,Rift Valley fever virus,Phlebovirus riftense,201902747_L|Uganda|2018,L,6385,partial,Uganda,Homo sapiens,2018,201902747_L|Uganda|2018,Uganda,Uganda | 201902747_L|Uganda|2018
ON060803,Rift Valley fever virus,Phlebovirus riftense,201902747_M|Uganda|2018,M,3849,partial,Uganda,Homo sapiens,2018,201902747_M|Uganda|2018,Uganda,Uganda | 201902747_M|Uganda|2018
ON060804,Rift Valley fever virus,Phlebovirus riftense,201902747_S|Uganda|2018,S,1670,partial,Uganda,Homo sapiens,2018,201902747_S|Uganda|2018,Uganda,Uganda | 201902747_S|Uganda|2018
ON060805,Rift Valley fever virus,Phlebovirus riftense,201902750_L|Uganda|2018,L,6388,partial,Uganda,Homo sapiens,2018,201902750_L|Uganda|2018,Uganda,Uganda | 201902750_L|Uganda|2018
ON060806,Rift Valley fever virus,Phlebovirus riftense,201902750_M|Uganda|2018,M,3867,partial,Uganda,Homo sapiens,2018,201902750_M|Uganda|2018,Uganda,Uganda | 201902750_M|Uganda|2018
ON060807,Rift Valley fever virus,Phlebovirus riftense,201902750_S|Uganda|2018,S,1679,partial,Uganda,Homo sapiens,2018,201902750_S|Uganda|2018,Uganda,Uganda | 201902750_S|Uganda|2018
ON060808,Rift Valley fever virus,Phlebovirus riftense,201902753_L|Uganda|2018,L,6387,partial,Uganda,Homo sapiens,2018,201902753_L|Uganda|2018,Uganda,Uganda | 201902753_L|Uganda|2018
ON060809,Rift Valley fever virus,Phlebovirus riftense,201902753_M|Uganda|2018,M,3867,partial,Uganda,Homo sapiens,2018,201902753_M|Uganda|2018,Uganda,Uganda | 201902753_M|Uganda|2018
ON060810,Rift Valley fever virus,Phlebovirus riftense,201902753_S|Uganda|2018,S,1680,partial,Uganda,Homo sapiens,2018,201902753_S|Uganda|2018,Uganda,Uganda | 201902753_S|Uganda|2018
ON060811,Rift Valley fever virus,Phlebovirus riftense,201902754_L|Uganda|2018,L,6380,partial,Uganda,Homo sapiens,2018,201902754_L|Uganda|2018,Uganda,Uganda | 201902754_L|Uganda|2018
ON060812,Rift Valley fever virus,Phlebovirus riftense,201902754_S|Uganda|2018,S,1660,partial,Uganda,Homo sapiens,2018,201902754_S|Uganda|2018,Uganda,Uganda | 201902754_S|Uganda|2018
ON060813,Rift Valley fever virus,Phlebovirus riftense,201902760_L|Uganda|2018,L,6388,partial,Uganda,Homo sapiens,2018,201902760_L|Uganda|2018,Uganda,Uganda | 201902760_L|Uganda|2018
ON060814,Rift Valley fever virus,Phlebovirus riftense,201902760_M|Uganda|2018,M,3867,partial,Uganda,Homo sapiens,2018,201902760_M|Uganda|2018,Uganda,Uganda | 201902760_M|Uganda|2018
ON060815,Rift Valley fever virus,Phlebovirus riftense,201902760_S|Uganda|2018,S,1681,partial,Uganda,Homo sapiens,2018,201902760_S|Uganda|2018,Uganda,Uganda | 201902760_S|Uganda|2018
ON060816,Rift Valley fever virus,Phlebovirus riftense,201902763_L|Uganda|2018,L,6388,partial,Uganda,Homo sapiens,2018,201902763_L|Uganda|2018,Uganda,Uganda | 201902763_L|Uganda|2018
ON060817,Rift Valley fever virus,Phlebovirus riftense,201902763_M|Uganda|2018,M,3867,partial,Uganda,Homo sapiens,2018,201902763_M|Uganda|2018,Uganda,Uganda | 201902763_M|Uganda|2018
ON060818,Rift Valley fever virus,Phlebovirus riftense,201902763_S|Uganda|2018,S,1679,partial,Uganda,Homo sapiens,2018,201902763_S|Uganda|2018,Uganda,Uganda | 201902763_S|Uganda|2018
ON060819,Rift Valley fever virus,Phlebovirus riftense,201902764_L|Uganda|2018,L,6388,partial,Uganda,Homo sapiens,2018,201902764_L|Uganda|2018,Uganda,Uganda | 201902764_L|Uganda|2018
ON060820,Rift Valley fever virus,Phlebovirus riftense,201902764_M|Uganda|2018,M,3885,partial,Uganda,Homo sapiens,2018,201902764_M|Uganda|2018,Uganda,Uganda | 201902764_M|Uganda|2018
ON060821,Rift Valley fever virus,Phlebovirus riftense,201902764_S|Uganda|2018,S,1679,partial,Uganda,Homo sapiens,2018,201902764_S|Uganda|2018,Uganda,Uganda | 201902764_S|Uganda|2018
ON060822,Rift Valley fever virus,Phlebovirus riftense,2020000148_L|Uganda,L,6222,partial,Uganda,Homo sapiens,2018,2020000148_L|Uganda,Uganda,Uganda | 2020000148_L|Uganda
ON060823,Rift Valley fever virus,Phlebovirus riftense,2020000148_M|Uganda,M,3564,partial,Uganda,Homo sapiens,NA,2020000148_M|Uganda,Uganda,Uganda | 2020000148_M|Uganda
ON060824,Rift Valley fever virus,Phlebovirus riftense,2020000148_S|Uganda,S,1647,partial,Uganda,Homo sapiens,NA,2020000148_S|Uganda,Uganda,Uganda | 2020000148_S|Uganda
ON060825,Rift Valley fever virus,Phlebovirus riftense,2020000159_L|Uganda,L,6265,partial,Uganda,Homo sapiens,2018,2020000159_L|Uganda,Uganda,Uganda | 2020000159_L|Uganda
ON060826,Rift Valley fever virus,Phlebovirus riftense,2020000159_M|Uganda,M,3592,partial,Uganda,Homo sapiens,NA,2020000159_M|Uganda,Uganda,Uganda | 2020000159_M|Uganda
ON060827,Rift Valley fever virus,Phlebovirus riftense,2020000159_S|Uganda,S,1618,partial,Uganda,Homo sapiens,NA,2020000159_S|Uganda,Uganda,Uganda | 2020000159_S|Uganda
ON060828,Rift Valley fever virus,Phlebovirus riftense,2020001195_L|Uganda,L,6380,partial,Uganda,Homo sapiens,2018,2020001195_L|Uganda,Uganda,Uganda | 2020001195_L|Uganda
ON060829,Rift Valley fever virus,Phlebovirus riftense,2020001195_M|Uganda,M,3861,partial,Uganda,Homo sapiens,NA,2020001195_M|Uganda,Uganda,Uganda | 2020001195_M|Uganda
ON060830,Rift Valley fever virus,Phlebovirus riftense,2020001195_S|Uganda,S,1671,partial,Uganda,Homo sapiens,NA,2020001195_S|Uganda,Uganda,Uganda | 2020001195_S|Uganda
ON060831,Rift Valley fever virus,Phlebovirus riftense,2020002574_L|Uganda,L,6392,partial,Uganda,Homo sapiens,2018,2020002574_L|Uganda,Uganda,Uganda | 2020002574_L|Uganda
ON060832,Rift Valley fever virus,Phlebovirus riftense,2020002574_M|Uganda,M,3871,partial,Uganda,Homo sapiens,NA,2020002574_M|Uganda,Uganda,Uganda | 2020002574_M|Uganda
ON060833,Rift Valley fever virus,Phlebovirus riftense,2020002574_S|Uganda,S,1674,partial,Uganda,Homo sapiens,NA,2020002574_S|Uganda,Uganda,Uganda | 2020002574_S|Uganda
ON060834,Rift Valley fever virus,Phlebovirus riftense,2021000843_L|Uganda,L,6167,partial,Uganda,Homo sapiens,2018,2021000843_L|Uganda,Uganda,Uganda | 2021000843_L|Uganda
ON060835,Rift Valley fever virus,Phlebovirus riftense,2021000843_S|Uganda,S,1589,partial,Uganda,Homo sapiens,NA,2021000843_S|Uganda,Uganda,Uganda | 2021000843_S|Uganda
ON060836,Rift Valley fever virus,Phlebovirus riftense,2021001358_L|Uganda,L,6376,partial,Uganda,Homo sapiens,2017,2021001358_L|Uganda,Uganda,Uganda | 2021001358_L|Uganda
ON060837,Rift Valley fever virus,Phlebovirus riftense,2021001358_M|Uganda,M,3839,partial,Uganda,Homo sapiens,NA,2021001358_M|Uganda,Uganda,Uganda | 2021001358_M|Uganda
ON060838,Rift Valley fever virus,Phlebovirus riftense,2021001358_S|Uganda,S,1667,partial,Uganda,Homo sapiens,NA,2021001358_S|Uganda,Uganda,Uganda | 2021001358_S|Uganda
DQ375429,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Uganda,Culicidae,1944,ACCESSION_DQ375429,Uganda,Uganda | ACCESSION_DQ375429
DQ375430,Rift Valley fever virus,Phlebovirus riftense,NA,L,6404,complete,Uganda,NA,1944,ACCESSION_DQ375430,Uganda,Uganda | ACCESSION_DQ375430
DQ380156,Rift Valley fever virus,Phlebovirus riftense,NA,S,1691,complete,Uganda,Culicidae,1944,ACCESSION_DQ380156,Uganda,Uganda | ACCESSION_DQ380156
DQ380157,Rift Valley fever virus,Phlebovirus riftense,NA,S,1692,complete,Uganda,NA,1944,ACCESSION_DQ380157,Uganda,Uganda | ACCESSION_DQ380157
DQ380191,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Uganda,Culicidae,1944,ACCESSION_DQ380191,Uganda,Uganda | ACCESSION_DQ380191
EU312121,Rift Valley fever virus,Phlebovirus riftense,NA,S,1692,complete,Uganda,Culicidae,1955,ACCESSION_EU312121,Uganda,Uganda | ACCESSION_EU312121
KU167025,Rift Valley fever virus,Phlebovirus riftense,NA,S,1692,complete,Uganda,Culicidae,1955,ACCESSION_KU167025,Uganda,Uganda | ACCESSION_KU167025
KU167026,Rift Valley fever virus,Phlebovirus riftense,NA,M,3885,complete,Uganda,Culicidae,1955,ACCESSION_KU167026,Uganda,Uganda | ACCESSION_KU167026
